Feature ID	Taxon	Confidence
#q2:types	categorical	categorical
0007f90a2d9ea1a9db7583e6d0e19865	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__RBG-13-54-9; f__RBG-13-54-9; g__RBG-13-54-9; s__uncultured_Chloroflexi	0.832322833
002bf76b07cccfc42e9ebebfaa31bae5	d__Bacteria; p__Verrucomicrobiota; c__Lentisphaeria; o__Victivallales; f__Victivallaceae; g__Victivallaceae; s__uncultured_bacterium	0.981285053
002d30d2f730083ef29609a7ea1d9ac4	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae	0.999999983
002d3f73bfaea2eb6a35e4462fe5df3e	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Paracoccus	0.917537134
002fa4b9f6aa4ed32b7ad758e8fb2768	d__Bacteria; p__Campilobacterota; c__Campylobacteria; o__Campylobacterales; f__Arcobacteraceae; g__Pseudarcobacter; s__Arcobacter_sp.	0.960230619
00692fade981b91cf8556e106a17c077	d__Bacteria; p__Acidobacteriota; c__Holophagae; o__Holophagales; f__Holophagaceae; g__Geothrix; s__uncultured_Geothrix	0.760939706
008608f032575789077f52884be77b5a	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingorhabdus; s__uncultured_bacterium	0.950661662
008ca12857390c146d617fa4e779f1ac	d__Bacteria; p__Firmicutes; c__Clostridia; o__Lachnospirales; f__Lachnospiraceae	0.999874401
009ceba4dea6e3dc9d16719918ae73b8	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Chitinibacteraceae; g__Formivibrio; s__metagenome	1
009ebcfa7ed671ca71fdc23b4fb0f04f	d__Bacteria; p__Verrucomicrobiota; c__Omnitrophia; o__Omnitrophales; f__Omnitrophaceae; g__Candidatus_Omnitrophus; s__uncultured_bacterium	0.999713388
009fdb94433f233cfcc62dd92e962eab	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae	1
00cee41a2898b0ba77d4ea68c1752c65	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__uncultured; s__metagenome	0.975317669
00d216f906393c759ab64d698e97246e	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__Pelolinea; s__uncultured_Chloroflexi	0.999950464
00fdc3f472b93451ea428ecf77c93033	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Propionibacteriales; f__Propionibacteriaceae; g__Propionicimonas; s__metagenome	0.873877676
010e0676e22f0c9a0921ad7e5370a431	d__Bacteria; p__Patescibacteria; c__Saccharimonadia; o__Saccharimonadales; f__Saccharimonadales; g__Saccharimonadales	0.710322766
0121ebce663c325bee096763ce7395f5	d__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridia; f__Hungateiclostridiaceae; g__Saccharofermentans; s__uncultured_bacterium	0.754742022
013188095276e23bbab24d101d6556eb	d__Bacteria; p__WS1; c__WS1; o__WS1; f__WS1; g__WS1; s__uncultured_bacterium	1
0136e8a185bb1bd6cf8c4195cab8b800	d__Bacteria; p__Desulfobacterota; c__Syntrophia; o__Syntrophales; f__Syntrophaceae; g__Syntrophus; s__uncultured_Syntrophaceae	0.929034314
013de878ff4845d471acaa271945da7c	d__Bacteria; p__Cloacimonadota; c__Cloacimonadia; o__Cloacimonadales; f__W27; g__W27; s__bacterium_enrichment	0.963945229
0153cd6a9116e35de02b31b03a09ca53	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Nitrosomonadaceae; g__Nitrosomonas; s__metagenome	0.908291623
017ca56ceb57b0fee49a1abe391f1255	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Caldilineales; f__Caldilineaceae; g__uncultured; s__metagenome	0.99966689
01924709b76957d1f89fb132ba06e095	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae	0.999999792
019260b999b6bc4365259b0d783a3951	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Ottowia; s__metagenome	0.960757959
0194c7fb5d754b4f76efe5c03509ba4d	d__Bacteria; p__Desulfobacterota; c__Syntrophia; o__Syntrophales; f__uncultured; g__uncultured; s__uncultured_bacterium	0.897925254
0197329a8ad7a707a8b67dd969be88f3	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Bacteroidales; f__Williamwhitmaniaceae; g__Blvii28_wastewater-sludge_group; s__uncultured_bacterium	0.967312583
01994e8405a1e551cc2eb270cb71e9f4	d__Bacteria; p__Firmicutes; c__Clostridia; o__Christensenellales; f__Christensenellaceae; g__Christensenellaceae_R-7_group; s__uncultured_bacterium	0.877371252
01b892263963b5bdfb75009a80ef7ca8	d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Sphingobacteriales	0.996566555
01c17cb28b55c36e452c0f44c2e1e057	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Corynebacteriales; f__Nocardiaceae; g__Gordonia; s__Gordonia_defluvii	0.980258964
01c465195ab71be16989a8693e9dbc9e	d__Bacteria; p__Synergistota; c__Synergistia; o__Synergistales; f__Synergistaceae; g__Thermovirga; s__metagenome	0.948312899
01e14f47a75001fa3c91e478fe1799ba	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Burkholderiaceae; g__Lautropia; s__metagenome	0.999999607
01e502c3c5ef36995be1aeb8e92ac1c5	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Comamonadaceae; g__Rhodoferax	0.987638231
0201e7edb0a7f6273c2d4072ae050416	d__Bacteria; p__Actinobacteriota; c__Actinobacteria; o__Micrococcales; f__Intrasporangiaceae	0.99958026
021ad64bacc65949ebb8d783f79350bd	d__Bacteria; p__Desulfobacterota; c__Syntrophia; o__Syntrophales; f__uncultured; g__uncultured; s__metagenome	0.999866724
